Test Name,Transaction Log Location,SnapCount Value,Machine,Server Version,forceSync,Operation,Number Of ZK Instances in Ensemble,Number of Znodes Request Per Client,Number Of Clients,TotalNumber of Nodes Request,Sync Execution Time(s),Sync Rate(Znodes/s),Async Execution Time(s),Async Rate(Znodes/s)
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,1,1,1,0.009,112.0,0.004,250.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,3,1,3,0.016,188.0,0.005,600.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,10,1,10,0.029,345.0,0.008,1250.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,31,1,31,0.095,327.0,0.024,1292.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,100,1,100,0.242,414.0,0.036,2778.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,316,1,316,0.327,967.0,0.08,3950.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,1000,1,1000,0.738,1356.0,0.113,8850.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,3162,1,3162,1.399,2261.0,0.087,36345.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,10000,1,10000,4.279,2337.0,0.339,29499.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,31622,1,31622,11.067,2858.0,0.759,41663.0
ZK Performance Test-Write,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Create,3,100000,1,100000,28.635,3493.0,2.885,34663.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,1,1,1,0.001,1000.0,0.001,1000.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,3,1,3,0.002,1500.0,0.002,1500.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,10,1,10,0.008,1250.0,0.005,2000.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,31,1,31,0.022,1410.0,0.011,2819.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,100,1,100,0.045,2223.0,0.019,5264.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,316,1,316,0.067,4717.0,0.02,15800.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,1000,1,1000,0.176,5682.0,0.031,32259.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,3162,1,3162,0.245,12907.0,0.053,59661.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,10000,1,10000,1.354,7386.0,0.159,62894.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,31622,1,31622,4.22,7494.0,0.575,54995.0
ZK Performance Test-Read,Disk,10000,LocalMachine,Zookeeper-3.4.5,no,Get,3,100000,1,100000,12.604,7934.0,0.897,111483.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,1,1,1,0.004,250.0,0.002,500.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,3,1,3,0.012,250.0,0.003,1000.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,10,1,10,0.022,455.0,0.003,3334.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,31,1,31,0.055,564.0,0.008,3875.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,100,1,100,0.224,447.0,0.019,5264.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,316,1,316,0.388,815.0,0.017,18589.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,1000,1,1000,1.12,893.0,0.036,27778.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,3162,1,3162,1.747,1810.0,0.093,34000.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,10000,1,10000,5.439,1839.0,0.226,44248.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,31622,1,31622,24.482,1292.0,1.035,30553.0
ZK Performance Test-Producer/Consumer,Disk,10000,LocalMachine,Zookeeper-3.4.5,Create+Get+Delete,3,100000,1,100000,79.338,1261.0,5.275,18958.0
