Test Name,Transaction Log Location,SnapCount Value,Machine,Server Version,forceSync,Operation,Number Of ZK Instances in Ensemble,Number of Znodes Request Per Client,Number Of Clients,TotalNumber of Nodes Request,Sync Execution Time(s),Sync Rate(Znodes/s),Async Execution Time(s),Async Rate(Znodes/s)
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,1,1,667,1.0,667.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,2,1,2678,2.0,1339.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,3,1,4246,3.0,1416.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,4,1,6105,4.0,1527.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,5,1,7621,5.0,1525.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,6,1,9895,6.0,1650.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,7,1,11630,7.0,1662.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,8,1,12918,8.0,1615.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,9,1,14843,9.0,1650.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,10,1,16990,10.0,1699.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,11,1,18259,11.0,1660.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,12,1,20747,12.0,1729.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,13,1,21553,13.0,1658.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,14,1,23548,14.0,1682.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,15,1,25236,15.0,1683.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,16,1,26363,16.0,1648.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,17,1,28093,17.0,1653.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,18,1,28799,18.0,1600.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,19,1,29746,19.0,1566.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,20,1,30456,20.0,1523.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,21,1,33197,21.0,1581.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,22,1,35016,22.0,1592.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,23,1,36885,23.0,1604.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,24,1,36072,24.0,1503.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,25,1,37636,25.0,1506.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,26,1,38472,26.0,1480.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,27,1,39563,27.0,1466.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,28,1,39888,28.0,1425.0
ZK Performance Test-MQ,None,Fuzzy,LocalMachine,Zookeeper-3.4.5,No,Create+GetChildren+Get+Delete,3,29,1,40003,29.0,1380.0
