Test Name,Transaction Log Location,SnapCount Value,Machine,Server Version,forceSync,Operation,Number Of ZK Instances in Ensemble,Number of Znodes Request Per Client,Number Of Clients,TotalNumber of Nodes Request,Sync Execution Time(s),Sync Rate(Znodes/s),Async Execution Time(s),Async Rate(Znodes/s)
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,1,1,1,0.073,14,0.012,84
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,3,1,3,0.123,25,0.017,177
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,10,1,10,0.334,30,0.022,455
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,31,1,31,0.911,35,0.039,795
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,100,1,100,2.338,43,0.072,1389
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,316,1,316,7.595,42,0.155,2039
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,1000,1,1000,23.978,42,0.312,3206
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,3162,1,3162,71.238,45,1.216,2601
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,10000,1,10000,226.479,45,3.724,2686
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,31622,1,31622,778.435,41,11.112,2846
ZK Performance Test-MQ,Disk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,100000,1,100000,2391.414,42,40.229,2486
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,1,1,1,0.044,23,0.003,334
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,3,1,3,0.03,100,0.004,750
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,10,1,10,0.081,124,0.004,2500
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,31,1,31,0.221,141,0.016,1938
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,100,1,100,0.385,260,0.043,2326
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,316,1,316,1.194,265,0.119,2656
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,1000,1,1000,2.344,427,0.261,3832
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,3162,1,3162,4.415,717,0.582,5433
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,10000,1,10000,7.471,1339,1.594,6274
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,31622,1,31622,20.533,1541,5.791,5461
ZK Performance Test-MQ,Ramdisk,10000,LocalMachine,Zookeeper-3.4.5,yes,Create+GetChildren+Get+Delete,3,100000,1,100000,67.639,1479,20.057,4986
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,1,1,1,0.044,23,0.002,500
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,3,1,3,0.019,158,0.002,1500
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,10,1,10,0.055,182,0.004,2500
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,31,1,31,0.162,192,0.011,2819
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,100,1,100,0.499,201,0.033,3031
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,316,1,316,1.342,236,0.081,3902
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,1000,1,1000,2.78,360,0.156,6411
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,3162,1,3162,4.529,699,0.452,6996
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,10000,1,10000,9.878,1013,1.215,8231
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,31622,1,31622,24.313,1301,4.029,7849
ZK Performance Test-MQ,None,0,LocalMachine,Zookeeper-3.4.5,Create+GetChildren+Get+Delete,3,100000,1,100000,72.496,1380,16.037,6236
